,Methods,SOD,SDD,Rotating Angles,Entropy,SSIM,MAE,RMSE,Relative Error,ZNCC,Time
63,EA,24.0,26.37612458476802,"[ -6.57899083  11.12403349  -3.60937023  -0.33259203   1.75165641
   1.52024966   3.58688485 -11.13642696  -4.2340266  -11.22098312
   1.15148581 -19.76378796  -0.8002559   -1.15243108  -0.39198472
  -3.3557033  -13.18992531  -4.63661033   1.80038699  -9.85659694
 -18.09231037 -14.70286377]",3.1388331299196546,0.32906499669360206,144.59290925213523,151.98141986973357,0.6206454904889994,0.3860393547177337,51.53684687614441
64,EA,28.0,29.894927919290918,"[ -2.58514013   9.33339467  14.54467562 -17.57661212 -17.25081565
  -2.05319477  -3.26948413 -16.7482052  -16.88176788 -18.48426049
  -2.77733944  -6.19129695  -9.98232016  -8.43266561   4.88020838
  -4.00813873 -11.89192855  -9.93252889   0.34328228  -7.67592168
 -13.23353263  -4.3359013 ]",3.0193734364755924,0.32906523476533744,144.59285434146295,151.98136482137934,0.6206452904409019,0.4068526306298671,52.1584894657135
65,EA,67.0,70.10004451232749,"[ -5.29072095  14.12092109  17.70304005  -5.62018376  -0.83659989
  -0.91570237  -3.70857796 -15.16719245  -8.14946693  -0.17897998
  -0.64435577  -0.3009568   -4.76773187  -6.98784929   0.82338903
 -12.87495324  -7.04566124 -14.76370071  -2.09439612 -16.1539357
 -15.88726016  -4.21027264]",2.97375390400474,0.3290649787566342,144.59287639949858,151.98135924391946,0.6206455132700964,0.4452701513708845,52.47872257232666
66,EA,259.0,274.16698099853113,"[ -4.43216863  10.31998961  -0.47741887  -7.01237294  -3.36993877
  -0.68450081  -2.23443866  -6.38398151  -9.2695923  -11.26372813
   1.13525719 -11.06113518  -7.47598588 -15.66114974  -0.28106677
  -6.55420867  -8.91876928  -7.9546809   -1.58265513 -13.6918787
 -10.57651689 -14.56435223]",3.0689306776425354,0.3290656986961193,144.59295788310314,151.9814205039823,0.6206459925847447,0.44120659123164374,45.48839974403381
67,EA,17.0,18.617438453543055,"[ 6.02633816e+00  1.55178750e+01  5.93021789e-01 -1.13265985e+00
  1.83846750e+01  4.31900033e+00  2.90020763e-01 -1.10633615e+01
 -6.12057127e+00 -1.57757931e+00 -3.95738256e+00 -1.46683053e+00
 -1.52776129e+01 -6.78253244e+00 -2.16507233e+00 -1.13054707e-03
 -5.67541656e+00 -4.17292565e+00 -9.13756307e-01 -4.59060378e+00
 -1.78820228e+01 -5.70627975e+00]",2.8110351727774163,0.3290664110011078,144.59279268833538,151.9813665417543,0.6206446157189334,0.29963833186793404,47.7665376663208
68,EA,95.0,99.9435721382557,"[  9.98746429  -0.36487702   2.1615737   -4.09832933  -4.23546901
   3.66747706   1.41467957  -8.31836771 -15.02596496 -17.64067297
  -3.27680169  -2.68305219  -9.25439186  -9.94692184  -0.25861483
 -12.6494257  -18.17930917  -3.07813688  -1.37421539  -2.75576803
 -12.55893048  -6.57926224]",3.1054089789066333,0.3290627671184788,144.59294147458664,151.9814819106061,0.6206455234575651,0.30896477609401596,52.22527813911438
69,EA,144.0,152.32264962669842,"[-10.77664008  19.44492566 -11.1032906   -4.30180203  -8.08614182
   0.79996447  -3.03753259 -13.94339505 -12.03746483 -11.1523566
   3.53468694 -11.38825074 -13.18974784 -13.36806938   1.99364082
 -19.08799929  -6.82881475 -10.38601826   0.69541523  -8.40778918
 -13.31742463 -13.29108876]",2.7402544392851036,0.32906471828156547,144.59292749350425,151.9813793036533,0.6206458704980261,0.44230481929474424,48.28203558921814
70,EA,234.0,246.7026444295735,"[ -3.34160813   9.0904895    1.15841465  -4.6957396    2.12620471
  -2.21255873  -2.09836907 -10.81766685 -11.91022094 -13.67181706
  -2.09712207 -11.13736851  -2.25427079 -12.24852088  -0.04320077
  -9.45971761  -6.49957785  -5.7328881    1.41860971 -10.14151495
  -9.21856615  -9.04642385]",3.081254579087476,0.3290662467480064,144.5929493221338,151.98141078240533,0.6206459467496261,0.447137401937439,47.42659282684326
71,EA,130.0,136.6628442978161,"[ -0.50602156  15.47520065  -9.93618265 -13.63971402   4.26592189
  -0.4533768   -0.85810099  -0.73627445  -9.03045575  -3.27759328
   0.17432258  -7.13269879 -15.28028745 -10.21473069   2.46744344
 -11.40318532  -9.54642557 -15.38987876  -2.67616735  -4.28007319
 -11.27586533 -10.54250315]",2.875222573191308,0.3290649150305699,144.59292904807566,151.9814378245251,0.6206456156074552,0.3487577160483503,45.021626710891724
72,EA,206.0,216.51844333077656,"[ -1.14832961  13.96166292  -1.16362877  -6.4610099   -1.2792126
  -3.04622455   1.17594049 -12.58680669  -5.47656255 -16.15476346
   2.85339722  -3.62174546 -10.6003158   -7.16240767  -0.94504328
 -10.62107538  -3.87729454  -6.9995444    0.42949512  -7.54666852
  -6.52042912 -11.74765836]",2.988084822816892,0.3290668419971008,144.5929410729926,151.98141461673754,0.6206458342018703,0.4172169428520698,45.23970913887024
73,EA,422.0,444.29131775984297,"[ -1.9129987   17.36165965   2.68979547 -18.49662245 -10.60404884
   2.81475265  -3.36386459 -14.60277098 -17.01038788  -9.98981964
  -3.49323535 -16.8105121  -11.39519707 -17.18878297  -1.04512239
  -7.2268508   -9.73495572  -8.69067587   4.07833828 -13.05123067
  -5.25682299 -11.24544076]",2.930654295148598,0.3290639254541273,144.59295320571982,151.98145220147666,0.6206458017683633,0.3802063943325436,46.68834185600281
74,EA,70.0,73.90496352066394,"[ -3.54772484  -2.34290203  11.22641773 -15.68661039  11.91927599
   4.93076698  -2.44137352 -16.01859967 -16.90887849  -5.60077469
  -0.41505778  -8.92505577  -3.98369565  -5.07320309   1.14179918
 -15.40591612  -8.87355114 -15.10491094   1.67961207  -9.30718469
  -5.08731995 -10.72364673]",3.173091961077269,0.3290665946464412,144.59293692396022,151.98140031379717,0.6206459115420766,0.44823836277551365,45.316479206085205
